,,t1,n2,n3,n4
20190110,55,107.67,99.52,94.66,110.47
20190110,100,106.13,98.31,93.12,106.73
20190110,105,106.53,97.45,92.94,104.87
20190110,110,104.1,97.6,92.93,101.79
20190110,115,100.58,100.69,93.81,101.63
20190110,120,106.03,100.93,94.45,104.46
20190110,125,103.4,100.73,94.6,106.9
20190110,130,102.28,97.17,97.65,105.04
20190110,135,101.22,99.95,93.75,102.05
20190110,140,101.25,99.21,94.11,103.92
20190110,145,101.19,95.4,95.59,99.89
20190110,150,102.09,89.89,92.93,103.7
20190110,155,101.73,93.1,92.57,108.22
20190110,200,101.09,94.52,93.59,100.3
20190110,205,105.67,94.15,95.86,105.18
20190110,210,100.85,93.79,93.97,99.97
20190110,215,99.27,94.96,94.53,99.22
20190110,220,101.17,91.65,96.12,103.28
20190110,225,102.41,94.53,97.04,103.8
20190110,230,103,90.2,91.06,104.28
20190110,235,100.95,95.03,94.79,102.83
20190110,240,100.83,92.05,98.88,94.06
20190110,245,98.57,93.86,96.65,95.08
20190110,250,101.69,91.8,94.93,94.92
20190110,255,95.58,93.8,96.27,95.45
20190110,300,97.64,95.02,95.25,94.06
20190110,305,95.96,93.19,94.94,95.25
20190110,310,94.53,89.05,94.46,97.2
20190110,315,94.77,90.46,91.16,98.88
20190110,320,92.62,92.22,92.11,94.79
20190110,325,94.62,91.66,91.57,99.61
20190110,330,93.38,92.02,90.65,93.09
20190110,335,94.68,91.51,95.63,97.56
20190110,340,98.31,91.74,94.3,96.02
20190110,345,96.39,86.12,96.3,89.84
20190110,350,95.74,93.73,95.07,96.55
20190110,355,93.26,87.58,90.76,94.94
20190110,400,95.77,90.16,94.54,95.95
20190110,405,93.79,92.66,93.98,94.2
20190110,410,92.26,87.55,96.22,96.15
20190110,415,95.69,91.06,92.53,91.83
20190110,420,97.51,91.1,95.22,96.31
20190110,425,94.81,92.35,94.3,95.27
20190110,430,98.62,93.95,94.26,95.87
20190110,435,98.72,92.22,94.1,97.38
20190110,440,93.01,92.86,94.29,97.05
20190110,445,97.77,93.31,93.64,94.9
20190110,450,96.36,94.93,94.72,95.71
20190110,455,98.14,96.32,92.61,95.82
20190110,500,95.73,91.08,91.6,97.61
20190110,505,96.07,95.08,91.89,98.08
20190110,510,98.83,97.85,93.38,96.65
20190110,515,97.33,93.94,93.57,100.47
20190110,520,95.46,95.91,91.94,95.9
20190110,525,96.13,96.82,95.61,98.5
20190110,530,98.58,96.77,91.83,98.12
20190110,535,98.23,95.03,92.77,98.87
20190110,540,97.28,95.45,91.54,95.19
20190110,545,95.53,94.51,92.37,98.18
20190110,550,96.05,94.81,93.52,92.72
20190110,555,92.83,93.09,92.75,95.92
20190110,600,93.74,91.45,94.1,99.05
20190110,605,93.9,93.02,92.69,95.11
20190110,610,92.61,91.22,90.16,94.79
20190110,615,92.99,91.33,96.41,91.81
20190110,620,90.74,89.63,95,88.02
20190110,625,91.27,89.35,93.12,92.4
20190110,630,92.58,88.01,94.23,89.85
20190110,635,89.29,84.99,97.14,87.03
20190110,640,89.01,83.05,96.06,85.77
20190110,645,91.16,85.51,95.03,88.44
20190110,650,91.06,85.36,96.13,87.08
20190110,655,89.48,86.69,94.96,82.74
20190110,700,86.16,84.32,94.19,80.97
20190110,705,85.34,80.6,94.6,79.14
20190110,710,82.85,80.73,94.09,77.09
20190110,715,84.2,83.64,95.07,64.98
20190110,720,81.14,82.96,97.72,62.35
20190110,725,79.49,81.9,98.5,54.29
20190110,730,78.23,80.95,97.26,50.63
20190110,735,81.11,83.46,96.13,48.69
20190110,740,81.41,81.55,100.17,47.45
20190110,745,82.45,81.63,99.64,43.97
20190110,750,80.08,80.8,98.02,47.71
20190110,755,81.07,83.23,99.04,48.67
20190110,800,81.77,82.9,100.39,51.35
20190110,805,80.96,83.11,100.28,50.78
20190110,810,81.29,83.24,101.63,55.01
20190110,815,81.74,87.37,97.26,49.9
20190110,820,80.18,86.78,97.29,52.71
20190110,825,78.94,87.95,99.73,51.25
20190110,830,78.94,87.81,101.07,51.1
20190110,835,81.43,87.35,100.51,51.92
20190110,840,79.79,85.64,100.13,55.64
20190110,845,82.48,85.68,100.46,49.55
20190110,850,81.89,89.2,98.67,54.87
20190110,855,80.22,87.88,99.44,54.16
20190110,900,77.79,87.45,98.13,51.92
20190110,905,80.83,87.13,97.9,49.9
20190110,910,81.29,87.58,97.13,50.85
20190110,915,80.96,88.04,98.62,51.55
20190110,920,80.15,88.56,99.08,56.6
20190110,925,81.72,87.68,98.45,54.83
20190110,930,82.29,86.78,97.1,54.49
20190110,935,80.72,88.79,96.52,42.78
20190110,940,86.51,87.81,96.93,43.47
20190110,945,89.48,88.23,95.81,40.13
20190110,950,89.75,85.82,95.85,38.14
20190110,955,90.36,85.03,97.99,35.86
20190110,1000,90.46,87.67,96.05,42.02
20190110,1005,89.84,86.18,95.55,44.16
20190110,1010,88.74,85.16,95.1,44.34
20190110,1015,87.92,86.68,95.3,39.57
20190110,1020,89.43,85.01,94.35,39.06
20190110,1025,89.74,84.87,94.97,42.47
20190110,1030,87.77,85.57,95.2,49.61
20190110,1035,86.18,86.31,95.5,51.04
20190110,1040,82.83,87.67,94.87,44.47
20190110,1045,83.57,88.9,95.27,49.69
20190110,1050,82.99,86.92,95.11,50.44
20190110,1055,81.7,87.21,96.65,52.86
20190110,1100,82.28,86.92,97.58,51.52
20190110,1105,82.73,87.1,95.96,51.66
20190110,1110,81.75,88.05,95.84,60.42
20190110,1115,88.06,84.75,95.22,71.94
20190110,1120,87.16,88.16,95.75,69.95
20190110,1125,85.49,88.19,96.46,80.94
20190110,1130,89.25,88.57,97.57,83.75
20190110,1135,90.02,90.52,96.32,78.27
20190110,1140,90.32,90.52,95.76,80.53
20190110,1145,87.96,91.64,96.2,80.24
20190110,1150,92,88.55,95.9,83.19
20190110,1155,91.3,90.64,96,69.16
20190110,1200,87.27,89.05,97.27,74.76
20190110,1205,86.96,89.12,96.95,73.96
20190110,1210,89.86,91.45,96.94,78.58
20190110,1215,88.06,90.02,97.33,75.61
20190110,1220,88.45,88.11,97.36,80.66
20190110,1225,91.13,89.45,97.56,81.94
20190110,1230,89.19,91.6,96.79,56.39
20190110,1235,87.72,91.07,97.17,48.3
20190110,1240,90.07,88.78,96.14,40.5
20190110,1245,89.93,90.81,96.46,39.86
20190110,1250,89.35,93.44,97.73,38.63
20190110,1255,88.67,91.7,97.43,40.57
20190110,1300,89.28,91.53,97.64,51.35
20190110,1305,91.01,90.86,97.97,49.46
20190110,1310,88.66,92.28,98.95,47.45
20190110,1315,88.78,91.94,96.86,38.29
20190110,1320,89.31,92.64,96.25,36.7
20190110,1325,85.43,91.93,97.27,36.07
20190110,1330,86.17,90.41,95.12,39.26
20190110,1335,86.64,92.2,97.47,34.55
20190110,1340,88.06,89.78,95.78,38.8
20190110,1345,86.39,90.63,94.76,44.33
20190110,1350,84.91,89.93,94.6,52.24
20190110,1355,81.42,90.95,94.53,55.49
20190110,1400,80.66,88.93,95.03,45.45
20190110,1405,79.85,91.97,95.32,48.15
20190110,1410,80.28,89.14,95.52,48.03
20190110,1415,82.83,89.93,95.77,57.91
20190110,1420,80.44,88.31,94.88,58.3
20190110,1425,84.13,88.34,94.81,55.02
20190110,1430,84.74,87.44,94.94,40.64
20190110,1435,86.19,89.3,94.62,36.94
20190110,1440,87.12,88.19,94.43,38.24
20190110,1445,87.71,89.48,95.06,37.92
20190110,1450,87.38,90.42,91.81,39.01
20190110,1455,88.68,91.47,95.3,34.86
20190110,1500,88.78,91.03,96.17,47.46
20190110,1505,86.01,89.88,96.31,43.99
20190110,1510,87.04,89.51,95.91,42.25
20190110,1515,85.78,89.43,96.31,38.4
20190110,1520,84.02,92.04,95.24,56.52
20190110,1525,79.75,89.52,95.95,62.12
20190110,1530,79.03,89.89,93.53,57.49
20190110,1535,75.65,90.92,96.3,57
20190110,1540,79.34,91.59,96.88,59.63
20190110,1545,81.61,90.75,94.75,57.92
20190110,1550,77.04,94.13,96.51,56.45
20190110,1555,77.36,92.98,94.74,50.69
20190110,1600,82.8,91.55,96.24,45.6
20190110,1605,81.23,92.91,95.52,54.86
20190110,1610,74.79,91.36,95.91,54.38
20190110,1615,73.47,91.52,94.94,52.36
20190110,1620,81.22,90.35,96.25,60.86
20190110,1625,82,92.46,95.33,60.25
20190110,1630,78.66,92.51,95.13,53.63
20190110,1635,81.04,91.78,94.38,49.26
20190110,1640,81.93,90.63,93.14,47.12
20190110,1645,80.9,88.86,95.89,43.9
20190110,1650,77.48,89.13,94.9,48.71
20190110,1655,79.35,89.04,94.8,53.39
20190110,1700,77.66,89.68,94.16,52.98
20190110,1705,74.29,88.61,97.94,56.13
20190110,1710,74.59,91.62,95.32,53.04
20190110,1715,75.12,90.75,95.83,55.91
20190110,1720,73.08,89.98,95.27,55.01
20190110,1725,70.42,91.2,96.81,53.04
20190110,1730,73.01,90.56,94.7,49.98
20190110,1735,72.37,86,95.4,49.61
20190110,1740,71.43,83.38,95.36,49.29
20190110,1745,71.72,86.42,94.64,49.63
20190110,1750,73.02,88.27,93.89,48.08
20190110,1755,72.93,89.12,92.8,55.72
20190110,1800,71.74,87.67,94.66,61.4
20190110,1805,73.07,85.54,95.25,57.14
20190110,1810,73.9,85.62,93.72,60.37
20190110,1815,74.5,86.2,95.2,66.84
20190110,1820,72.89,86.92,94.28,70.51
20190110,1825,74.07,85.71,95.09,77.74
20190110,1830,75.95,85.71,95.84,68.39
20190110,1835,83.53,86.04,94.46,71.12
20190110,1840,82.25,87.2,95.32,74.49
20190110,1845,85.11,88.34,96.13,79.07
20190110,1850,88.28,79.58,97.26,82.74
20190110,1855,87.26,84.64,96.6,79.42
20190110,1900,87.73,83.69,95.31,74.23
20190110,1905,88.85,85.06,95.14,74.28
20190110,1910,90.01,82.98,95.41,81.61
20190110,1915,89.19,88.24,98.04,82.51
20190110,1920,90.1,92.85,99.38,83.95
20190110,1925,88.32,91.68,98.56,79.79
20190110,1930,89.43,93.37,100.34,83.05
20190110,1935,89.24,89.89,95.62,87.5
20190110,1940,90.29,88.1,96.57,85.1
20190110,1945,91.79,84.95,98.59,83.38
20190110,1950,88.69,94.63,99.41,82.5
20190110,1955,90.33,93.73,98.23,84.3
20190110,2000,89.93,94.81,99,83.21
20190110,2005,91.27,96.34,100.25,83.55
20190110,2010,92.16,95.07,102.55,81.91
20190110,2015,92.55,96.69,102.01,85.32
20190110,2020,90.86,94.53,101.21,85.92
20190110,2025,94.31,95.53,100.12,91.18
20190110,2030,91.48,97,98.37,83.14
20190110,2035,89.01,95.89,98.63,86.18
20190110,2040,91.78,93.35,99.37,82.98
20190110,2045,90.43,95.92,99.55,85.63
20190110,2050,88.31,97.82,100.4,79.87
20190110,2055,87.97,97.89,98.36,86.33
20190110,2100,92.09,95.86,100.24,90.1
20190110,2105,95.89,94.05,101.19,94.83
20190110,2110,96.72,95.66,100.66,95.06
20190110,2115,96.18,95.52,102.27,94.37
20190110,2120,97.58,95.5,102.04,99.21
20190110,2125,99.04,94.13,100.29,97.05
20190110,2130,97.35,94.63,100.24,98.24
20190110,2135,97.14,95.25,98.88,97.67
20190110,2140,96.63,95.5,99.93,92.78
20190110,2145,96.75,95.46,102.16,96.59
20190110,2150,97.33,97.82,103.36,101.19
20190110,2155,100.62,97.42,102.09,97.05
20190110,2200,99,97.08,102.99,93.77
20190110,2205,98.6,95.91,100.74,97.38
20190110,2210,96.57,98.48,100.06,100.01
20190110,2215,99.24,97.44,101.02,97.98
20190110,2220,99.09,95.28,102.66,98.15
20190110,2225,99.13,97.15,100.03,99.62
20190110,2230,97.79,98.99,98.48,100.81
20190110,2235,100.25,97.43,104.41,103.62
20190110,2240,101.66,97.21,102.62,100.8
20190110,2245,98.97,95.35,101.4,101.98
20190110,2250,102.42,96.73,100.73,99.7
20190110,2255,98.64,93.37,98.05,101.73
20190110,2300,98.95,98.47,101.32,99.33
20190110,2305,100.75,99.58,100.04,96.09
20190110,2310,97.98,98.87,99.93,103.51
20190110,2315,101.52,97.55,99.06,104.04
20190110,2320,102.03,99.36,101.41,102.79
20190110,2325,100.64,98.58,100.73,103.48
20190110,2330,104.79,100.58,97.79,107.61
20190110,2335,102.58,100.81,103.21,102.45
20190110,2340,102.48,103.45,99.64,107.87
20190110,2345,102.32,102.93,100.69,101.17
20190110,2350,99.42,105.64,101.15,102.14
20190110,2355,102.11,100.58,102.22,102.19
20190111,0,102.46,102.02,98.54,105.53
20190111,5,106.84,102.2,99.87,104.19
20190111,10,107.1,99.03,100.67,100.94
20190111,15,104.53,102.47,95.35,103.91
20190111,20,105.9,99.93,97.1,105.96
20190111,25,106.83,97.93,99,107.44
20190111,30,108.05,99.88,97.47,104.01
20190111,35,104.85,97.02,96.6,107.88
20190111,40,105.91,98.02,96.66,108.52
20190111,45,106.08,100.54,96.8,110.15
20190111,50,106.38,97.32,99.05,99.38
20190111,55,105.93,92.7,95.9,108.02
20190111,100,105.76,98.61,94.89,104.68
20190111,105,103.92,98.87,96.16,105.87
20190111,110,106.52,100.46,97.42,107.35
20190111,115,104.68,98.68,92.66,106.64
20190111,120,100.47,97.36,94.65,102.44
20190111,125,100.65,96.15,95.32,102.99
20190111,130,103.98,100.37,93,105.27
20190111,135,101.97,93.64,92.01,102.3
20190111,140,103.25,96.77,91.35,107.53
20190111,145,102.63,94.14,94.38,112.3
20190111,150,105,90.36,95.18,111.6
20190111,155,103.54,92.01,94.1,103.76
20190111,200,102.16,97.6,94.94,101.29
20190111,205,101.36,97.68,94.01,102.82
20190111,210,102.44,90.98,94.58,102.94
20190111,215,103.22,95.95,91.59,104.16
20190111,220,104.86,91.55,92.29,103.26
20190111,225,100.7,95.8,93.88,103.12
20190111,230,98.3,97.27,93.07,105.69
20190111,235,103.98,94.15,90.88,103.58
20190111,240,100.63,90.88,95.56,101.93
20190111,245,99.26,90.89,93.12,101.91
20190111,250,100.25,95.95,94.31,99.68
20190111,255,102.5,90.19,91.58,104.38
20190111,300,102.37,94.12,92.97,100.7
20190111,305,98.86,92.02,94.16,98.41
20190111,310,98.22,88.99,94.38,102.78
20190111,315,96.03,93.58,92.8,98.41
20190111,320,99.09,90.1,93.89,100.84
20190111,325,99.75,90.31,93.65,100.99
20190111,330,98.46,91.58,95.03,98.57
20190111,335,97.42,91.34,92.17,101.98
20190111,340,99.87,92.87,94.81,97.22
20190111,345,98.43,90.87,90.19,97.73
20190111,350,100,92.77,91,102.31
20190111,355,95.82,93.79,95.53,92.9
20190111,400,93.27,92.47,99.25,89.63
20190111,405,96.38,90.1,95.16,93.79
20190111,410,96.99,92.13,95.04,95.39
20190111,415,93.75,89.64,94.42,96
20190111,420,92.78,90.09,94.6,95.45
20190111,425,98.11,91.75,98.57,96.93
20190111,430,96.47,91.81,89.85,97.69
20190111,435,96.32,94.5,92.65,95.78
20190111,440,95.53,92.25,95.53,97.45
20190111,445,93.71,93.48,95.04,94.01
20190111,450,93.07,93.8,92.95,93.69
20190111,455,91.71,97.04,93.4,99.01
20190111,500,95.12,94.3,94.04,99.41
20190111,505,95.91,93.59,94.43,98.76
20190111,510,96.6,94.9,90.37,96.61
20190111,515,96.17,94.5,89.11,99.12
20190111,520,96.97,94.26,91.85,97.45
20190111,525,96.88,96.17,91.98,98.61
20190111,530,96.17,93.78,94.01,98.72
20190111,535,96.4,95.07,92.63,95
20190111,540,95.19,95.67,93.87,97.08
20190111,545,96.82,94.59,92.03,97.89
20190111,550,94.18,92.32,93.37,97.54
20190111,555,95.01,91.77,94.32,95.71
20190111,600,92.25,94.14,92.48,98.89
20190111,605,94.84,93.39,92.39,98.53
20190111,610,94.06,91.01,95.01,99.11
20190111,615,92.72,89.78,95.62,91.56
20190111,620,90.35,90.04,92.35,89.31
20190111,625,90.34,89.61,93.43,90.83
20190111,630,90.2,88.14,94.53,87.56
20190111,635,88.03,86.49,96.16,86.48
20190111,640,89.48,85.85,93.35,90.55
20190111,645,90.46,86.68,95.37,87.02
20190111,650,90.5,84.42,93.98,89.44
20190111,655,90.5,83.21,96.62,86.43
20190111,700,85.38,85.99,95.77,84.3
20190111,705,84.66,84.96,94.65,79.66
20190111,710,81.78,84.34,94.23,72.63
20190111,715,79.7,84.72,97.4,62.12
20190111,720,78.83,83.54,95.37,58.54
20190111,725,79.05,83.62,96.79,50.42
20190111,730,75.74,82.27,97.72,49.52
20190111,735,78.19,81.04,99.61,46.88
20190111,740,78.35,81.82,98.03,45.61
20190111,745,79.24,82.71,97.67,47.61
20190111,750,80.85,83.07,99.2,46.19
20190111,755,78.64,82.67,100.43,48.73
20190111,800,79.43,82.15,99.75,53.56
20190111,805,78.33,82.23,99.75,50.29
20190111,810,77.25,81.69,100.11,50.44
20190111,815,78.39,82.39,98.32,47.71
20190111,820,78.41,84.23,100.39,47.92
20190111,825,83.55,84.56,100.07,51.81
20190111,830,85.3,88.9,102.17,55.02
20190111,835,81.89,88.53,99.59,54.64
20190111,840,83.22,89.78,98.83,53.13
20190111,845,83.5,90.23,98.24,50.24
20190111,850,85.21,91.3,99.02,56.65
20190111,855,81.85,91.76,97.34,55.9
20190111,900,84.51,88.69,98.84,46.77
20190111,905,87.25,89.61,97.02,53.17
20190111,910,83.66,89.93,97.8,53.8
20190111,915,83.97,87.8,97.5,49.8
20190111,920,84.55,87.67,97.64,49.38
20190111,925,85.16,87.33,96.68,49.49
20190111,930,84.42,88.72,96.13,51.95
20190111,935,86.96,87.99,98.43,58.65
20190111,940,89.97,85.62,98.34,56.64
20190111,945,94.82,88.67,97.27,57.7
20190111,950,95.13,88.08,94.76,53.99
20190111,955,93.6,89.4,94.24,56.06
20190111,1000,90.82,87.36,97.93,48.26
20190111,1005,90.98,87.24,96.66,46.46
20190111,1010,89.34,88.08,96.65,48.2
20190111,1015,86.58,85,93.81,46.81
20190111,1020,89.11,85.83,95.63,53.16
20190111,1025,84.47,87.1,96.46,56.94
20190111,1030,85.73,87.16,96.13,51.91
20190111,1035,87.35,87.09,96.31,52.93
20190111,1040,93.36,87.52,98.41,64.51
20190111,1045,92.3,84.25,97.16,59.82
20190111,1050,87.69,84.33,95.31,59
20190111,1055,84.46,84.94,97.31,54.01
20190111,1100,87.48,87.11,95.9,45.36
20190111,1105,88.53,85.7,95.45,52.26
20190111,1110,87.04,87.16,96.44,56.71
20190111,1115,86.75,84.85,96.51,60.61
20190111,1120,86.49,85.89,96.01,72.63
20190111,1125,88.1,87.1,95.9,68.98
20190111,1130,89.81,87.4,95.83,55.86
20190111,1135,84.55,86.28,95.7,55.33
20190111,1140,87.44,87.65,96.1,55.82
20190111,1145,88.01,87.97,96.64,63.44
20190111,1150,89.62,87.25,97.55,62.18
20190111,1155,90.43,88.53,97.33,70.21
20190111,1200,90.03,85.68,96.36,68.04
20190111,1205,90.78,88.15,95.57,74.98
20190111,1210,90.95,89.55,97.06,68.32
20190111,1215,93.41,88.27,95.98,59.12
20190111,1220,95.46,89.92,97.08,47.99
20190111,1225,93.46,88.16,95.32,50.23
20190111,1230,91.69,89.59,96.29,54.56
20190111,1235,91.27,89.57,97.14,58.43
20190111,1240,92.17,94.14,97.64,53.36
20190111,1245,91.74,91.37,97.32,55.81
20190111,1250,92.14,91.94,99.23,52.13
20190111,1255,91.93,89.09,97.26,55.62
20190111,1300,91.33,92.12,98.08,54.07
20190111,1305,89.29,90.52,97.89,54.17
20190111,1310,89.51,90.68,97.04,49.81
20190111,1315,89.91,92.02,96.99,50.47
20190111,1320,89.47,91.86,98.36,52.69
20190111,1325,90.39,91.11,98,53.09
20190111,1330,90.15,90.75,98.04,57.82
20190111,1335,87.99,93.69,98.36,55.66
20190111,1340,84.53,93.94,97.18,57.81
20190111,1345,79.95,92.46,97.32,57.48
20190111,1350,80.49,92.59,96.31,56.88
20190111,1355,80.77,92.84,96.03,55.39
20190111,1400,81.52,93.28,96.07,64.7
20190111,1405,82.55,91.46,95.88,60.84
20190111,1410,83.64,92.68,96.4,58.38
20190111,1415,83.65,91.85,97.35,53.72
20190111,1420,83.61,89.79,97.37,52.42
20190111,1425,63.89,91.97,96.6,50.52
20190111,1430,55.59,88.07,96.48,44.24
20190111,1435,51.96,90.84,95.35,23.56
20190111,1440,57.33,88.95,96.82,27.72
20190111,1445,59,91.57,96.25,40.37
20190111,1450,71.82,89.65,96.29,41.68
20190111,1455,76.93,89.97,96.48,47.82
20190111,1500,81.78,90.99,95.86,56.81
20190111,1505,85.99,90.61,96.2,54.11
20190111,1510,83.2,90.38,95.88,52.66
20190111,1515,80.64,91.42,95.92,66.71
20190111,1520,81.7,90.65,97.14,65.17
20190111,1525,82.9,88.67,97.2,57.03
20190111,1530,82.67,89.38,97.24,56.4
20190111,1535,84.67,91.5,96.71,55.82
20190111,1540,83.26,94.29,97.57,58.7
20190111,1545,82.03,93.18,95.34,60.5
20190111,1550,82.91,94.64,95.81,61.01
20190111,1555,80.33,92.85,95.89,60.54
20190111,1600,82.72,92.34,95.66,64.82
20190111,1605,84.24,91.52,95.44,65.69
20190111,1610,80.85,90.45,96.48,52.97
20190111,1615,78.28,89.24,93.46,48.47
20190111,1620,77.32,90.14,95.58,47.62
20190111,1625,77.78,91.25,96.13,46.44
20190111,1630,77.35,88.56,95.86,50.88
20190111,1635,77.98,92.76,94.41,45.92
20190111,1640,79.24,89.98,94.72,51.57
20190111,1645,79.29,91.46,94.78,53.16
20190111,1650,79.39,92.1,93.89,53.81
20190111,1655,82.19,91.01,90.96,50.67
20190111,1700,78.1,88.96,89.39,51.88
20190111,1705,77.23,90.06,94.93,49.97
20190111,1710,73.73,90.05,94.97,45.54
20190111,1715,70.63,90.71,93.04,48.2
20190111,1720,70.27,91.2,87.49,40.8
20190111,1725,73.96,89.97,85.52,40.07
20190111,1730,73.43,93.24,85.39,43.38
20190111,1735,71.81,90.71,81.14,44.15
20190111,1740,71.69,89.83,70.17,41.45
20190111,1745,70.51,90.29,70.87,42.82
20190111,1750,72.51,88.68,75.94,47.19
20190111,1755,69.73,89.58,74.5,60.51
20190111,1800,76.87,87.24,82.96,52.31
20190111,1805,74.62,89.39,86.12,47.76
20190111,1810,71.74,90.71,87.13,43.43
20190111,1815,71.84,88.17,87.69,51.83
20190111,1820,70.78,85.18,87.11,55.72
20190111,1825,76.36,82.24,88.75,54.86
20190111,1830,74.62,83.64,90.83,58.34
20190111,1835,75.48,84.07,91.88,55.08
20190111,1840,74.84,83.55,89.76,54.55
20190111,1845,79.85,84.24,89.85,56.04
20190111,1850,72.53,86.51,90.09,57.97
20190111,1855,73.73,85.57,94.73,61.21
20190111,1900,75.69,83.78,91.77,55.84
20190111,1905,75.23,87.93,91.03,55.23
20190111,1910,72.04,88.74,90.38,55.38
20190111,1915,75.53,89.1,92.12,61.96
20190111,1920,75.44,89.9,96.19,62.35
20190111,1925,76.15,87.32,95.7,58.07
20190111,1930,74.28,86.18,95.99,59.7
20190111,1935,75.33,89.31,98.84,62.92
20190111,1940,72.63,91.35,99.78,60.56
20190111,1945,77.76,89.69,98.74,60.72
20190111,1950,78.17,91.14,97.35,66.16
20190111,1955,78.58,88.71,98.66,66.28
20190111,2000,78.79,93.47,97.94,65.07
20190111,2005,79.08,93.2,98.7,63.14
20190111,2010,80.11,92.65,99.06,65.61
20190111,2015,76.18,93.03,98.03,68.75
20190111,2020,77.78,94.19,97.15,67.22
20190111,2025,79.59,94.57,97.91,67.37
20190111,2030,78.26,94.3,98.24,66.59
20190111,2035,79.82,95.07,97.03,67.14
20190111,2040,79.8,94.77,98.48,68.89
20190111,2045,81.4,93.76,99.94,68.91
20190111,2050,81.99,94.37,97.59,65.06
20190111,2055,80.42,93.18,98.46,64.5
20190111,2100,86.47,93.03,98.91,76.05
20190111,2105,87.81,96.57,99.76,78.34
20190111,2110,91.25,93.53,101.61,80.45
20190111,2115,91.92,94.45,101.98,87.91
20190111,2120,92.88,92.98,100.2,89.59
20190111,2125,92.41,95.69,99.27,91.73
20190111,2130,91.64,97.43,101.23,85.16
20190111,2135,89.01,95.11,100.37,91.73
20190111,2140,92.65,96.84,100.75,88.35
20190111,2145,92.44,97.32,102.12,91.75
20190111,2150,94.97,94.11,100.53,91.13
20190111,2155,91.78,94.97,101.22,94.09
20190111,2200,94.48,97.18,100.86,88.43
20190111,2205,91.81,96.75,100.84,89.72
20190111,2210,93.5,96.68,102.39,94.84
20190111,2215,94.2,96.1,102.03,88.79
20190111,2220,94.38,96.43,101.18,97.29
20190111,2225,97.64,97.09,100.1,98.09
20190111,2230,96.54,97.51,102.02,96.29
20190111,2235,97.16,99.41,102.02,96.86
20190111,2240,97.45,98.3,101.51,99.35
20190111,2245,97.61,94.42,101.37,99.99
20190111,2250,98.36,98.75,102.83,98.72
20190111,2255,99.75,95.08,102.47,98.63
20190111,2300,95.15,97.94,102.88,94.5
20190111,2305,98.85,99.85,101.35,98
20190111,2310,98.86,99.16,99.9,100.19
20190111,2315,100.2,100.81,102.92,100.95
20190111,2320,97.96,97.95,103.55,102.8
20190111,2325,100.5,98.69,100.17,100.04
20190111,2330,101.03,100.63,100.85,102.37
20190111,2335,100.33,99.56,101.63,103.85
20190111,2340,103.13,98.33,104.03,102.49
20190111,2345,105,105.06,100.32,107.16
20190111,2350,102.85,102.21,101.07,103.24
20190111,2355,103.11,98.8,102.32,104.1
20190112,0,103.9,102.17,100.24,101.68
20190112,5,102.22,99.29,101.38,101.52
20190112,10,104.05,102.52,98.9,104.35
20190112,15,103.01,98.87,99.16,105.12
20190112,20,105.42,99.41,101.02,105.8
20190112,25,104.62,99.5,99.66,102.01
20190112,30,105.36,98.46,97.45,107.99
20190112,35,106.66,99.14,99.22,107.09
20190112,40,104.17,98.65,100.34,108.39
20190112,45,104.88,98.27,95.99,107.36
20190112,50,103.28,100.93,99.73,104.72
20190112,55,106.97,100.16,100.21,110
20190112,100,105.92,101.46,98.97,103.03
20190112,105,106.67,100.43,99.44,107.25
20190112,110,106.24,100.02,100.06,108.18
20190112,115,110.69,103.13,99.26,109.49
20190112,120,110.39,102.7,99.47,107.06
20190112,125,105.84,100.36,97.52,106.06
20190112,130,107.63,102.78,97.34,110.91
20190112,135,105,103.04,94.49,108.33
20190112,140,106.71,100.19,95.56,101.56
20190112,145,106.1,101.91,97.23,108.45
20190112,150,106.41,99.02,98.99,105.96
20190112,155,106.18,98.89,99.95,105.82
20190112,200,109.02,101.56,99.43,107.64
20190112,205,103.61,98.92,100.21,104.77
20190112,210,104.52,99.45,99.49,107.96
20190112,215,110.46,100.76,97.61,109.69
20190112,220,109.7,100.68,99,110.32
20190112,225,109.76,101.83,98.63,107.84
20190112,230,105.35,101.88,100.75,109.83
20190112,235,106.73,99.32,99.03,110.58
20190112,240,106.13,96.72,98.79,104.75
20190112,245,106.07,99.81,100.97,103.76
20190112,250,105.38,96.53,101,102.58
20190112,255,103.67,96.93,97.45,102.81
20190112,300,107.42,98.41,100.02,99.89
20190112,305,104.6,97.22,100.34,101.32
20190112,310,103.25,100.03,98.47,105.24
20190112,315,103.83,94.63,94.34,100.96
20190112,320,99.19,95.04,97.52,104.67
20190112,325,108.03,95.99,95.39,103.19
20190112,330,103.5,94.96,97.01,100.02
20190112,335,104.28,98.99,99.17,100.98
20190112,340,103.86,96.25,94.99,102.56
20190112,345,100.3,94.56,96.6,94.29
20190112,350,99.73,94.85,99.76,97.52
20190112,355,98.8,93.77,97.13,100.89
20190112,400,100.51,97.28,100.58,101.57
20190112,405,102.75,94.12,96.25,101.77
20190112,410,102.5,94.2,99.01,97.66
20190112,415,100.17,94.16,97.11,95.94
20190112,420,101.51,93.64,99.42,96.11
20190112,425,100.47,97.37,95.43,99.22
20190112,430,98.28,94.22,95.96,92.15
20190112,435,100.54,96.77,95.02,97.19
20190112,440,96.75,94.24,97.87,96.79
